Key,Planet,Ticker,Type,Factor
NH-000e-TIO,NH-000e,TIO,MINERAL,0.2899189293384552
NH-000f-BRM,NH-000f,BRM,MINERAL,0.03990469127893448
NH-000f-FEO,NH-000f,FEO,MINERAL,0.029952969402074814
NH-000g-HE,NH-000g,HE,GASEOUS,0.3111741840839386
NH-000h-AR,NH-000h,AR,MINERAL,0.05744841694831848
NH-000h-NE,NH-000h,NE,GASEOUS,0.016079885885119438
NH-000i-AR,NH-000i,AR,MINERAL,0.17965947091579437
NH-000j-LST,NH-000j,LST,MINERAL,0.02853972651064396
NH-000j-ZIR,NH-000j,ZIR,MINERAL,0.1311778724193573
NH-555a-SCR,NH-555a,SCR,MINERAL,0.02347381040453911
NH-555d-CLI,NH-555d,CLI,MINERAL,0.38034334778785706
NH-555d-HE,NH-555d,HE,GASEOUS,0.1967635601758957
NH-555d-TAI,NH-555d,TAI,MINERAL,0.04369978979229927
NH-555e-HE,NH-555e,HE,GASEOUS,0.03426937386393547
NH-555f-AMM,NH-555f,AMM,GASEOUS,0.0442531555891037
NH-555f-HE,NH-555f,HE,GASEOUS,0.17944468557834625
NH-555g-N,NH-555g,N,GASEOUS,0.5029772520065308
NH-555h-NE,NH-555h,NE,GASEOUS,0.050428979098796844
NH-555j-ALO,NH-555j,ALO,MINERAL,0.2613545358181
NH-565a-ALO,NH-565a,ALO,MINERAL,0.4891327917575836
NH-565a-CLI,NH-565a,CLI,MINERAL,0.03402814269065857
NH-565a-FEO,NH-565a,FEO,MINERAL,0.023258280009031296
NH-565b-FEO,NH-565b,FEO,MINERAL,0.04558301344513893
NH-565b-SCR,NH-565b,SCR,MINERAL,0.15502315759658813
NH-565c-AR,NH-565c,AR,GASEOUS,0.03661949932575226
NH-565c-BRM,NH-565c,BRM,MINERAL,0.01036139577627182
NH-565c-FEO,NH-565c,FEO,MINERAL,0.7205512523651123
NH-565c-SIO,NH-565c,SIO,MINERAL,0.6521761417388916
NH-565d-LST,NH-565d,LST,MINERAL,0.4457128942012787
NH-565e-GAL,NH-565e,GAL,MINERAL,0.4195336103439331
NH-565e-O,NH-565e,O,LIQUID,0.01804186776280403
NH-565e-SIO,NH-565e,SIO,MINERAL,0.0365375392138958
NH-565f-O,NH-565f,O,LIQUID,0.03738002851605415
NH-565g-N,NH-565g,N,MINERAL,0.6377580165863037
NH-613a-CUO,NH-613a,CUO,MINERAL,0.24546267092227936
NH-613a-HAL,NH-613a,HAL,MINERAL,0.15997491776943207
NH-613b-MAG,NH-613b,MAG,MINERAL,0.010284990072250366
NH-613b-SIO,NH-613b,SIO,MINERAL,0.3930794298648834
NH-613c-BRM,NH-613c,BRM,MINERAL,0.027608729898929596
NH-613d-ALO,NH-613d,ALO,MINERAL,0.047816578298807144
NH-613e-AMM,NH-613e,AMM,MINERAL,0.037699732929468155
NH-613e-FEO,NH-613e,FEO,MINERAL,0.011174596846103668
NH-613e-GAL,NH-613e,GAL,MINERAL,0.11933182924985886
NH-613f-AMM,NH-613f,AMM,MINERAL,0.37147507071495056
NH-613f-HE3,NH-613f,HE3,GASEOUS,0.1836506873369217
NH-613g-HE,NH-613g,HE,GASEOUS,0.0315275713801384
NH-613g-NE,NH-613g,NE,GASEOUS,0.1733604520559311
NH-613h-N,NH-613h,N,GASEOUS,0.4176071584224701
NJ-094a-GAL,NJ-094a,GAL,MINERAL,0.02674948237836361
NJ-094a-H,NJ-094a,H,GASEOUS,0.03626437857747078
NJ-094a-LIO,NJ-094a,LIO,MINERAL,0.015168678015470505
NJ-094a-TAI,NJ-094a,TAI,MINERAL,0.1520649492740631
NJ-094b-BRM,NJ-094b,BRM,MINERAL,0.341458261013031
NJ-094b-SIO,NJ-094b,SIO,MINERAL,0.7447919249534607
NJ-094b-TAI,NJ-094b,TAI,MINERAL,0.16919168829917908
NJ-094c-FEO,NJ-094c,FEO,MINERAL,0.5412700772285461
NJ-094c-GAL,NJ-094c,GAL,MINERAL,0.010078279301524162
NJ-094d-AMM,NJ-094d,AMM,MINERAL,0.027750015258789062
NJ-094d-BRM,NJ-094d,BRM,MINERAL,0.4143955111503601
NJ-094d-GAL,NJ-094d,GAL,MINERAL,0.04538475722074509
NJ-094f-HE3,NJ-094f,HE3,GASEOUS,0.03037010319530964
NJ-215a-BRM,NJ-215a,BRM,MINERAL,0.22312089800834656
NJ-215a-FEO,NJ-215a,FEO,MINERAL,0.68128901720047
NJ-215a-HE,NJ-215a,HE,GASEOUS,0.027283214032649994
NJ-215b-BRM,NJ-215b,BRM,MINERAL,0.027896448969841003
NJ-215b-FEO,NJ-215b,FEO,MINERAL,0.7129734754562378
NJ-215c-MGS,NJ-215c,MGS,MINERAL,0.31790730357170105
NJ-215d-TAI,NJ-215d,TAI,MINERAL,0.22065488994121552
NJ-215e-AMM,NJ-215e,AMM,MINERAL,0.5348473191261292
NJ-215f-H,NJ-215f,H,GASEOUS,0.5622310042381287
NJ-257a-CLI,NJ-257a,CLI,MINERAL,0.01580149121582508
NJ-257a-FEO,NJ-257a,FEO,MINERAL,0.7424657344818115
NJ-257a-HE,NJ-257a,HE,GASEOUS,0.07562650740146637
NJ-257b-GAL,NJ-257b,GAL,MINERAL,0.18769048154354095
NJ-257b-LIO,NJ-257b,LIO,MINERAL,0.4599160850048065
NJ-257b-LST,NJ-257b,LST,MINERAL,0.02980702742934227
NJ-257b-MAG,NJ-257b,MAG,MINERAL,0.011014754883944988
NJ-257c-BRM,NJ-257c,BRM,MINERAL,0.5250601768493652
NJ-257c-HE,NJ-257c,HE,GASEOUS,0.011121166869997978
NJ-257d-H2O,NJ-257d,H2O,MINERAL,0.8238013982772827
NJ-257e-AMM,NJ-257e,AMM,MINERAL,0.03822874650359154
NJ-257f-AR,NJ-257f,AR,GASEOUS,0.0657356008887291
NJ-257g-NE,NJ-257g,NE,GASEOUS,0.04327080398797989
NJ-325a-CLI,NJ-325a,CLI,MINERAL,0.010971340350806713
NJ-325a-LST,NJ-325a,LST,MINERAL,0.5669988989830017
NJ-325a-N,NJ-325a,N,GASEOUS,0.038668978959321976
NJ-325b-SIO,NJ-325b,SIO,MINERAL,0.026113100349903107
NJ-325c-CUO,NJ-325c,CUO,MINERAL,0.2532719373703003
NJ-325c-HE,NJ-325c,HE,GASEOUS,0.08002326637506485
NJ-325d-H2O,NJ-325d,H2O,MINERAL,0.033887021243572235
NJ-325d-TAI,NJ-325d,TAI,MINERAL,0.028476806357502937
NJ-325h-HE,NJ-325h,HE,GASEOUS,0.15027227997779846
NJ-325i-AMM,NJ-325i,AMM,MINERAL,0.34481799602508545
NJ-325i-O,NJ-325i,O,MINERAL,0.04333089292049408
NJ-325j-BER,NJ-325j,BER,MINERAL,0.2395431399345398
NJ-325j-HE,NJ-325j,HE,GASEOUS,0.052874114364385605
NJ-325j-LES,NJ-325j,LES,GASEOUS,0.02677629142999649
NJ-438a-FEO,NJ-438a,FEO,MINERAL,0.04457584396004677
NJ-438b-SIO,NJ-438b,SIO,MINERAL,0.5010558366775513
NJ-438c-FEO,NJ-438c,FEO,MINERAL,0.7230808138847351
NJ-438d-FEO,NJ-438d,FEO,MINERAL,0.6863923072814941
NJ-438d-HAL,NJ-438d,HAL,MINERAL,0.21811452507972717
NJ-438e-SIO,NJ-438e,SIO,MINERAL,0.6304996609687805
NJ-438g-AR,NJ-438g,AR,MINERAL,0.11725186556577682
NJ-438g-F,NJ-438g,F,GASEOUS,0.01466365810483694
NJ-553b-BOR,NJ-553b,BOR,MINERAL,0.048349782824516296
NJ-553c-HAL,NJ-553c,HAL,MINERAL,0.1770021766424179
NJ-553c-MGS,NJ-553c,MGS,MINERAL,0.6563875675201416
NJ-553c-TIO,NJ-553c,TIO,MINERAL,0.20498497784137726
NJ-553d-ALO,NJ-553d,ALO,MINERAL,0.030403779819607735
NJ-553d-AMM,NJ-553d,AMM,MINERAL,0.037185147404670715
NJ-553d-HE,NJ-553d,HE,GASEOUS,0.020731819793581963
NJ-553e-F,NJ-553e,F,GASEOUS,0.026605237275362015
NJ-553g-NE,NJ-553g,NE,GASEOUS,0.21360595524311066
NJ-553h-AMM,NJ-553h,AMM,MINERAL,0.25224000215530396
NJ-605a-GAL,NJ-605a,GAL,MINERAL,0.045340441167354584
NJ-605b-BRM,NJ-605b,BRM,MINERAL,0.022562826052308083
NJ-605b-GAL,NJ-605b,GAL,MINERAL,0.0432903915643692
NJ-605b-N,NJ-605b,N,GASEOUS,0.028949202969670296
NJ-605b-NE,NJ-605b,NE,GASEOUS,0.01997317001223564
NJ-605b-SIO,NJ-605b,SIO,MINERAL,0.03731339052319527
NJ-605c-SIO,NJ-605c,SIO,MINERAL,0.04535473510622978
NJ-605d-GAL,NJ-605d,GAL,MINERAL,0.37588781118392944
NJ-605d-HE,NJ-605d,HE,GASEOUS,0.013604587875306606
NJ-605f-H,NJ-605f,H,GASEOUS,0.3227277994155884
NJ-874a-BRM,NJ-874a,BRM,MINERAL,0.546903669834137
NJ-874a-H2O,NJ-874a,H2O,GASEOUS,0.41233688592910767
NJ-874b-BRM,NJ-874b,BRM,MINERAL,0.2702893316745758
NJ-874c-H,NJ-874c,H,GASEOUS,0.1798771619796753
NJ-874c-LIO,NJ-874c,LIO,MINERAL,0.01861925795674324
NJ-874e-AMM,NJ-874e,AMM,MINERAL,0.5448726415634155
NL-044a-AR,NL-044a,AR,GASEOUS,0.012753453105688095
NL-044a-LIO,NL-044a,LIO,MINERAL,0.018467862159013748
NL-044b-H,NL-044b,H,GASEOUS,0.04727283492684364
NL-044c-AMM,NL-044c,AMM,GASEOUS,0.045489855110645294
NL-044e-BOR,NL-044e,BOR,MINERAL,0.23344671726226807
NL-044e-FEO,NL-044e,FEO,MINERAL,0.026213718578219414
NL-044e-HE,NL-044e,HE,GASEOUS,0.2001299262046814
NL-044g-F,NL-044g,F,GASEOUS,0.01942198909819126
NL-044i-BER,NL-044i,BER,MINERAL,0.010274066589772701
NL-044i-BRM,NL-044i,BRM,MINERAL,0.28821906447410583
NL-044i-FEO,NL-044i,FEO,MINERAL,0.01583980768918991
NL-506a-BRM,NL-506a,BRM,MINERAL,0.03471000865101814
NL-506a-HE,NL-506a,HE,GASEOUS,0.023800455033779144
NL-506a-ZIR,NL-506a,ZIR,MINERAL,0.23415258526802063
NL-506b-BRM,NL-506b,BRM,MINERAL,0.34458866715431213
NL-506b-LST,NL-506b,LST,MINERAL,0.02574268914759159
NL-506b-SCR,NL-506b,SCR,MINERAL,0.01756768673658371
NL-506c-FEO,NL-506c,FEO,MINERAL,0.025033490732312202
NL-506c-GAL,NL-506c,GAL,MINERAL,0.47684192657470703
NL-506d-MAG,NL-506d,MAG,MINERAL,0.04123817756772041
NL-506d-MGS,NL-506d,MGS,MINERAL,0.01801428198814392
NL-506d-SIO,NL-506d,SIO,MINERAL,0.045641764998435974
NL-506e-AMM,NL-506e,AMM,MINERAL,0.03578414395451546
NL-506f-HE,NL-506f,HE,GASEOUS,0.3258665204048157
NL-506f-N,NL-506f,N,LIQUID,0.5668632984161377
NL-534a-AMM,NL-534a,AMM,GASEOUS,0.03888588771224022
NL-534b-MGS,NL-534b,MGS,MINERAL,0.4377855658531189
NL-534c-MAG,NL-534c,MAG,MINERAL,0.03742694854736328
NL-534d-BOR,NL-534d,BOR,MINERAL,0.010244621895253658
NL-534e-FEO,NL-534e,FEO,MINERAL,0.5428130030632019
NL-534h-AMM,NL-534h,AMM,MINERAL,0.5163875222206116
NL-743b-BRM,NL-743b,BRM,MINERAL,0.5668843984603882
NL-743b-HE,NL-743b,HE,GASEOUS,0.03656584024429321
NL-743b-SIO,NL-743b,SIO,MINERAL,0.6985419392585754
NL-743c-AMM,NL-743c,AMM,MINERAL,0.043404169380664825
NL-743c-LST,NL-743c,LST,MINERAL,0.5903999209403992
NL-743d-HE,NL-743d,HE,GASEOUS,0.12790653109550476
NL-743d-LIO,NL-743d,LIO,MINERAL,0.022986620664596558
NL-743e-SIO,NL-743e,SIO,MINERAL,0.049585871398448944
NL-881a-TAI,NL-881a,TAI,MINERAL,0.012034901417791843
NL-881b-HE,NL-881b,HE,GASEOUS,0.05759105458855629
NL-881b-MAG,NL-881b,MAG,MINERAL,0.02849714271724224
NL-881b-SIO,NL-881b,SIO,MINERAL,0.036849550902843475
NL-881c-CLI,NL-881c,CLI,MINERAL,0.27835336327552795
NL-881c-HE,NL-881c,HE,GASEOUS,0.03998000919818878
NL-881c-LIO,NL-881c,LIO,MINERAL,0.22706089913845062
NL-881c-SIO,NL-881c,SIO,MINERAL,0.44183361530303955
NL-881c-TAI,NL-881c,TAI,MINERAL,0.14826852083206177
NL-881e-AMM,NL-881e,AMM,MINERAL,0.0346224345266819
NL-881e-FEO,NL-881e,FEO,MINERAL,0.5084070563316345
NL-881e-HE,NL-881e,HE,GASEOUS,0.15214988589286804
NL-881e-TAI,NL-881e,TAI,MINERAL,0.21222010254859924
NL-881f-AR,NL-881f,AR,GASEOUS,0.1239783987402916
NL-881f-HE,NL-881f,HE,GASEOUS,0.02239450439810753
NL-983a-MGS,NL-983a,MGS,MINERAL,0.013088157400488853
NL-983b-ALO,NL-983b,ALO,MINERAL,0.31548142433166504
NL-983b-SIO,NL-983b,SIO,MINERAL,0.04929691553115845
NL-983d-BOR,NL-983d,BOR,MINERAL,0.013457893393933773
NL-983d-GAL,NL-983d,GAL,MINERAL,0.022298770025372505
NL-983d-SIO,NL-983d,SIO,MINERAL,0.46152132749557495
NL-983g-AMM,NL-983g,AMM,MINERAL,0.03046412765979767
OE-073a-MAG,OE-073a,MAG,MINERAL,0.0437789112329483
OE-073a-ZIR,OE-073a,ZIR,MINERAL,0.1026722714304924
OE-073b-AMM,OE-073b,AMM,MINERAL,0.0839117020368576
OE-073b-MAG,OE-073b,MAG,MINERAL,0.029309721663594246
OE-073c-BRM,OE-073c,BRM,MINERAL,0.04141711816191673
OE-073c-FEO,OE-073c,FEO,MINERAL,0.740644097328186
OE-073c-H,OE-073c,H,GASEOUS,0.132600337266922
OE-073c-HEX,OE-073c,HEX,LIQUID,0.31359902024269104
OE-073c-N,OE-073c,N,LIQUID,0.010682519525289536
OE-073d-SCR,OE-073d,SCR,MINERAL,0.16817046701908112
OE-462a-AMM,OE-462a,AMM,LIQUID,0.026872120797634125
OE-462a-BRM,OE-462a,BRM,MINERAL,0.029323408380150795
OE-462b-HE,OE-462b,HE,GASEOUS,0.09693188965320587
OE-462b-LIO,OE-462b,LIO,MINERAL,0.010073130019009113
OE-462b-MGS,OE-462b,MGS,MINERAL,0.038516707718372345
OE-462c-AMM,OE-462c,AMM,MINERAL,0.015895524993538857
OE-462c-CUO,OE-462c,CUO,MINERAL,0.025592710822820663
OE-462c-LST,OE-462c,LST,MINERAL,0.03890353813767433
OE-462c-N,OE-462c,N,GASEOUS,0.21889199316501617
OE-462d-BER,OE-462d,BER,MINERAL,0.02038111910223961
OE-462d-LIO,OE-462d,LIO,MINERAL,0.04300583899021149
OE-462e-ALO,OE-462e,ALO,MINERAL,0.25103023648262024
OE-462e-LIO,OE-462e,LIO,MINERAL,0.1546597182750702
OE-462g-HE3,OE-462g,HE3,GASEOUS,0.14857448637485504
OE-462i-BER,OE-462i,BER,MINERAL,0.18883156776428223
OE-462i-HE,OE-462i,HE,GASEOUS,0.04532323405146599
OE-563a-H2O,OE-563a,H2O,MINERAL,0.044643670320510864
OE-563a-SIO,OE-563a,SIO,MINERAL,0.3416634798049927
OE-563b-HEX,OE-563b,HEX,LIQUID,0.030345000326633453
OE-563b-SIO,OE-563b,SIO,MINERAL,0.038948964327573776
OE-563c-CUO,OE-563c,CUO,MINERAL,0.029833581298589706
OE-563c-HE,OE-563c,HE,GASEOUS,0.027220476418733597
OE-563c-LST,OE-563c,LST,MINERAL,0.03583464398980141
OE-563c-ZIR,OE-563c,ZIR,MINERAL,0.01708138734102249
OE-563d-H2O,OE-563d,H2O,MINERAL,0.13680295646190643
OE-563e-HE,OE-563e,HE,GASEOUS,0.029291275888681412
OE-563f-BOR,OE-563f,BOR,MINERAL,0.2257595807313919
OE-563f-FEO,OE-563f,FEO,MINERAL,0.7227298617362976
OE-563g-HE,OE-563g,HE,GASEOUS,0.01684785820543766
OE-563h-AMM,OE-563h,AMM,MINERAL,0.04982023313641548
OE-563i-O,OE-563i,O,MINERAL,0.025337625294923782
OE-563j-LES,OE-563j,LES,GASEOUS,0.05965309962630272
OE-563j-O,OE-563j,O,MINERAL,0.019099054858088493
OE-568a-LST,OE-568a,LST,MINERAL,0.0309236291795969
OE-568a-MAG,OE-568a,MAG,MINERAL,0.04159083962440491
OE-568b-AMM,OE-568b,AMM,GASEOUS,0.08483127504587173
OE-568b-BRM,OE-568b,BRM,MINERAL,0.2676689326763153
OE-568b-SIO,OE-568b,SIO,MINERAL,0.0458427295088768
OE-568c-ALO,OE-568c,ALO,MINERAL,0.019411418586969376
OE-568c-N,OE-568c,N,GASEOUS,0.1601056456565857
OE-568c-TAI,OE-568c,TAI,MINERAL,0.21495677530765533
OE-568d-GAL,OE-568d,GAL,MINERAL,0.2728988528251648
OE-568d-HE,OE-568d,HE,GASEOUS,0.06740736961364746
OE-568e-HE,OE-568e,HE,GASEOUS,0.03191618621349335
OE-568f-HE,OE-568f,HE,GASEOUS,0.012678508646786213
OE-568g-HE,OE-568g,HE,GASEOUS,0.3039112687110901
OE-568i-AMM,OE-568i,AMM,MINERAL,0.04853871092200279
OE-568i-HE,OE-568i,HE,GASEOUS,0.015703074634075165
OE-568j-O,OE-568j,O,LIQUID,0.3303736746311188
OE-568j-TAI,OE-568j,TAI,MINERAL,0.12360162287950516
OE-568j-TCO,OE-568j,TCO,MINERAL,0.1354130357503891
OF-098a-BRM,OF-098a,BRM,MINERAL,0.46256881952285767
OF-098a-FEO,OF-098a,FEO,MINERAL,0.024742653593420982
OF-098b-GAL,OF-098b,GAL,MINERAL,0.028292862698435783
OF-098b-HE,OF-098b,HE,GASEOUS,0.016920842230319977
OF-098c-AMM,OF-098c,AMM,GASEOUS,0.05052182078361511
OF-098c-BRM,OF-098c,BRM,MINERAL,0.5598464012145996
OF-098c-FEO,OF-098c,FEO,MINERAL,0.6338299512863159
OF-098c-O,OF-098c,O,GASEOUS,0.28927263617515564
OF-098d-FEO,OF-098d,FEO,MINERAL,0.5663005709648132
OF-098e-GAL,OF-098e,GAL,MINERAL,0.37907421588897705
OF-098e-SIO,OF-098e,SIO,MINERAL,0.30453571677207947
OF-098f-HE3,OF-098f,HE3,GASEOUS,0.01617085561156273
OF-185a-BER,OF-185a,BER,MINERAL,0.048541128635406494
OF-185a-CUO,OF-185a,CUO,MINERAL,0.02112480252981186
OF-185b-BER,OF-185b,BER,MINERAL,0.0338093638420105
OF-185b-BRM,OF-185b,BRM,MINERAL,0.034399352967739105
OF-185b-CUO,OF-185b,CUO,MINERAL,0.4048161506652832
OF-185b-FEO,OF-185b,FEO,MINERAL,0.03798118233680725
OF-185b-HE,OF-185b,HE,GASEOUS,0.018859537318348885
OF-185c-AMM,OF-185c,AMM,MINERAL,0.018081875517964363
OF-185c-LIO,OF-185c,LIO,MINERAL,0.20835591852664948
OF-185c-LST,OF-185c,LST,MINERAL,0.04444132000207901
OF-185f-AMM,OF-185f,AMM,MINERAL,0.04753587394952774
OF-185f-HE,OF-185f,HE,GASEOUS,0.3796272575855255
OF-185h-HE3,OF-185h,HE3,GASEOUS,0.044906698167324066
OF-208a-HAL,OF-208a,HAL,MINERAL,0.14264437556266785
OF-208a-MGS,OF-208a,MGS,MINERAL,0.01724177412688732
OF-208b-H2O,OF-208b,H2O,LIQUID,0.5824936032295227
OF-208c-O,OF-208c,O,LIQUID,0.3051997423171997
OF-208d-N,OF-208d,N,GASEOUS,0.0296346303075552
OF-208g-AMM,OF-208g,AMM,MINERAL,0.3418641984462738
OF-259a-AMM,OF-259a,AMM,LIQUID,0.026357261463999748
OF-259a-GAL,OF-259a,GAL,MINERAL,0.07125819474458694
OF-259a-HE,OF-259a,HE,GASEOUS,0.016292551532387733
OF-259c-GAL,OF-259c,GAL,MINERAL,0.03705867752432823
OF-259c-SIO,OF-259c,SIO,MINERAL,0.030052928254008293
OF-259d-HAL,OF-259d,HAL,MINERAL,0.18710295855998993
OF-259d-LIO,OF-259d,LIO,MINERAL,0.36061891913414
OF-259f-HE,OF-259f,HE,GASEOUS,0.21149778366088867
OF-363b-AMM,OF-363b,AMM,MINERAL,0.017487281933426857
OF-363c-AR,OF-363c,AR,GASEOUS,0.011294377967715263
OF-363c-BRM,OF-363c,BRM,MINERAL,0.36398857831954956
OF-363e-FEO,OF-363e,FEO,MINERAL,0.026200950145721436
OF-363e-LIO,OF-363e,LIO,MINERAL,0.4579012095928192
OF-375a-FEO,OF-375a,FEO,MINERAL,0.030228201299905777
OF-375a-SCR,OF-375a,SCR,MINERAL,0.28775495290756226
OF-375a-TS,OF-375a,TS,MINERAL,0.27828899025917053
OF-375b-ALO,OF-375b,ALO,MINERAL,0.20000000298023224
OF-375b-N,OF-375b,N,GASEOUS,0.10000000149011612
OF-375c-AMM,OF-375c,AMM,GASEOUS,0.05224551260471344
OF-375c-FEO,OF-375c,FEO,MINERAL,0.5545914769172668
OF-375c-LST,OF-375c,LST,MINERAL,0.030997654423117638
OF-375d-HAL,OF-375d,HAL,MINERAL,0.03073415346443653
OF-375d-HE,OF-375d,HE,GASEOUS,0.18694427609443665
OF-375e-HAL,OF-375e,HAL,MINERAL,0.032502058893442154
OF-375g-AMM,OF-375g,AMM,MINERAL,0.354414701461792
OF-375g-O,OF-375g,O,LIQUID,0.03912338241934776
OF-443a-GAL,OF-443a,GAL,MINERAL,0.07858716696500778
OF-443a-HE,OF-443a,HE,GASEOUS,0.05004457011818886
OF-443a-SIO,OF-443a,SIO,MINERAL,0.7039240598678589
OF-443b-CLI,OF-443b,CLI,MINERAL,0.36960723996162415
OF-443d-H,OF-443d,H,GASEOUS,0.03205440938472748
OF-504a-BER,OF-504a,BER,MINERAL,0.17064805328845978
OF-504a-SIO,OF-504a,SIO,MINERAL,0.390066534280777
OF-504b-N,OF-504b,N,GASEOUS,0.10119222104549408
OF-504c-FEO,OF-504c,FEO,MINERAL,0.6093721389770508
OF-504c-HE,OF-504c,HE,GASEOUS,0.026023320853710175
OF-504c-SIO,OF-504c,SIO,MINERAL,0.6964383125305176
OF-504d-SIO,OF-504d,SIO,MINERAL,0.6398887038230896
OF-504e-O,OF-504e,O,LIQUID,0.03700100630521774
OF-504f-HE3,OF-504f,HE3,GASEOUS,0.12437625229358673
OF-552a-ALO,OF-552a,ALO,MINERAL,0.03258831053972244
OF-552a-BOR,OF-552a,BOR,MINERAL,0.04446984827518463
OF-552a-TAI,OF-552a,TAI,MINERAL,0.04345709830522537
OF-552b-BOR,OF-552b,BOR,MINERAL,0.03414199873805046
OF-552c-ALO,OF-552c,ALO,MINERAL,0.024347200989723206
OF-552c-BER,OF-552c,BER,MINERAL,0.1175922378897667
OF-552c-HE,OF-552c,HE,GASEOUS,0.03258109465241432
OF-552c-SIO,OF-552c,SIO,MINERAL,0.7592805624008179
OF-552d-H2O,OF-552d,H2O,MINERAL,0.02402126044034958
OF-552d-TCO,OF-552d,TCO,MINERAL,0.012950998730957508
OF-552d-TIO,OF-552d,TIO,MINERAL,0.045138709247112274
OF-552e-AMM,OF-552e,AMM,MINERAL,0.03397437930107117
OF-552e-HE,OF-552e,HE,GASEOUS,0.03829943761229515
OF-552f-GAL,OF-552f,GAL,MINERAL,0.06634058803319931
OF-552f-SIO,OF-552f,SIO,MINERAL,0.4518851339817047
OF-552g-HE3,OF-552g,HE3,GASEOUS,0.04531479999423027
OF-586b-GAL,OF-586b,GAL,MINERAL,0.08979878574609756
OF-586c-BRM,OF-586c,BRM,MINERAL,0.03643039986491203
OF-586c-HE,OF-586c,HE,GASEOUS,0.027690710499882698
OF-586d-BRM,OF-586d,BRM,MINERAL,0.03733170032501221
OF-586d-FEO,OF-586d,FEO,MINERAL,0.5151849985122681
OF-586f-N,OF-586f,N,GASEOUS,0.027701348066329956
OF-732a-CLI,OF-732a,CLI,MINERAL,0.5417256951332092
OF-732a-HEX,OF-732a,HEX,LIQUID,0.3344501256942749
OF-732b-AMM,OF-732b,AMM,LIQUID,0.03173046186566353
OF-732c-ALO,OF-732c,ALO,MINERAL,0.3226247727870941
OF-732c-HE,OF-732c,HE,GASEOUS,0.07046960294246674
OF-732c-MAG,OF-732c,MAG,MINERAL,0.04820781946182251
OF-732c-TAI,OF-732c,TAI,MINERAL,0.043465595692396164
OF-732d-BER,OF-732d,BER,MINERAL,0.0233524851500988
OF-732d-SIO,OF-732d,SIO,MINERAL,0.6072244644165039
OF-732e-F,OF-732e,F,GASEOUS,0.1053214743733406
OF-732g-HE,OF-732g,HE,GASEOUS,0.04362930357456207
OF-883a-FEO,OF-883a,FEO,MINERAL,0.023105427622795105
OF-883a-HE,OF-883a,HE,GASEOUS,0.2122991532087326
OF-883a-SIO,OF-883a,SIO,MINERAL,0.6767644286155701
OF-883b-GAL,OF-883b,GAL,MINERAL,0.13829727470874786
OF-883c-HE,OF-883c,HE,GASEOUS,0.19410103559494019
OF-883c-TAI,OF-883c,TAI,MINERAL,0.1290343552827835
OF-883d-AMM,OF-883d,AMM,MINERAL,0.053078699856996536
OF-883d-SIO,OF-883d,SIO,MINERAL,0.02207290008664131
OF-883d-TAI,OF-883d,TAI,MINERAL,0.10544734448194504
OF-883e-N,OF-883e,N,MINERAL,0.02288755029439926
OF-935a-H2O,OF-935a,H2O,LIQUID,0.2887575924396515
OF-935a-SIO,OF-935a,SIO,MINERAL,0.6419450640678406
OF-935b-N,OF-935b,N,GASEOUS,0.23150178790092468
OF-935b-O,OF-935b,O,GASEOUS,0.06226429343223572
OF-935b-TCO,OF-935b,TCO,MINERAL,0.02918696030974388
OP-248a-H2O,OP-248a,H2O,LIQUID,0.036409247666597366
OP-248a-MGS,OP-248a,MGS,MINERAL,0.6602990031242371
OP-248a-TCO,OP-248a,TCO,MINERAL,0.047309987246990204
OP-248b-LIO,OP-248b,LIO,MINERAL,0.29215171933174133
OP-248b-N,OP-248b,N,GASEOUS,0.023216746747493744
OP-248c-BRM,OP-248c,BRM,MINERAL,0.03597443923354149
OP-248c-GAL,OP-248c,GAL,MINERAL,0.04660649970173836
OP-248d-FEO,OP-248d,FEO,MINERAL,0.04322211816906929
OP-418a-SIO,OP-418a,SIO,MINERAL,0.616031289100647
OP-418a-TAI,OP-418a,TAI,MINERAL,0.10673804581165314
OP-418b-BRM,OP-418b,BRM,MINERAL,0.3734036087989807
OP-418b-SIO,OP-418b,SIO,MINERAL,0.698150634765625
OP-533a-GAL,OP-533a,GAL,MINERAL,0.13767409324645996
OP-533a-SIO,OP-533a,SIO,MINERAL,0.013256860896945
OP-533c-CLI,OP-533c,CLI,MINERAL,0.24792271852493286
OP-533d-AMM,OP-533d,AMM,MINERAL,0.04310479387640953
OP-533d-FEO,OP-533d,FEO,MINERAL,0.01998566836118698
OP-533d-HAL,OP-533d,HAL,MINERAL,0.14084483683109283
OP-533e-AMM,OP-533e,AMM,MINERAL,0.015340834856033325
OP-630a-TCO,OP-630a,TCO,MINERAL,0.12891796231269836
OP-630a-ZIR,OP-630a,ZIR,MINERAL,0.04798787087202072
OP-630b-H2O,OP-630b,H2O,GASEOUS,0.12071768194437027
OP-630c-GAL,OP-630c,GAL,MINERAL,0.0882626473903656
OP-630c-H,OP-630c,H,GASEOUS,0.05054987967014313
OP-630c-LIO,OP-630c,LIO,MINERAL,0.037171781063079834
OP-630c-O,OP-630c,O,GASEOUS,0.49353325366973877
OP-630c-SIO,OP-630c,SIO,MINERAL,0.04073154926300049
OP-630d-ALO,OP-630d,ALO,MINERAL,0.0270510446280241
OP-630d-H2O,OP-630d,H2O,MINERAL,0.6080517172813416
